processed_reviews,sentiment
bought kindl fire year old son june month charg port came loos devic charg best buy awar issu noth amazon warranti product day said charg port often break children use option fix devic offer small discount buy new one amazon stand behind product awar defect continu sell,0
good product short batteri life use minut,0
realli like build qualiti lacklust perform minuscul batteri life didnt make keeper,0
ton free game kid good averag tablet user power guess that opinion,0
look add smart capabl replac exist smart capabl product opinion amazon knock park streamer pair add amaz clariti content,1
embarrass purchas one game amazon app store app crash right away start dont know amazon test app devic experi realli bad,0
ouch bought fire tablet use four hour left charger coupl hour later pick tablet screen show weird ghost effect screen went complet blacki twist chassi screen bit manag get thing work long enough factori reset return tabletim sure defectivedamag tablet underwhelm qualiti would nice amazon brought back higher qualiti hdx tablet peopl dont mind pay qualiti tablet,0
great beginn tablet use kid view video,1
longer take charg manufactur charger type charger product last long sinc month,0
love kindl read night without hurt eye,1
gave christma gift recent learn stop work within two week,0
pretti good price bought mine kid share usefor price may want buy one kid sinc mine tend fight charg port mine seem work well push connect proper kid tend rip power cord without care may problem,1
ive kindl sinc first came love,1
bought daughter kindl fire purchas kindl,1
love light batteri life awesom would recommend anyon buy devic,1
return new version come,0
tuck purs entertainmentit great batteri life read game,1
lot app incomplet doesnt run app great lot app generic,0
purchas devic stream movi room minim app tri activ netflix kept get error login contact amazon tech help research found amazon netflix part way support return devic purchas roku instead great satisfact,0
disappoint order get book get ad didnt first kindl fire,0
sorri noth come mind time like product,1
love kindl fire realli disappoint kindl power fast charg unit ive two month ive use mani time first two time work okay failerd third mani subsequ tri ive dispos use wife ipad nano charger alway work fine,0
daughter tablet knew would winner child well,1
brought tablet black friday sale fast forward christma year open happi set two day later crash never came back blank screen disappoint,0
unfortun first time plug tablet charg batteri overh short tablet return best buy full refund hassl,0
say great purchas like take advantag greatest product featur abil return full refund want smaller tablet kid well smaller everi way option limit realiz better let kid use tablet buy newest one thing may back store soon tonight,0
bought fill life music first two week fantast got amazon music need say alexa play insert artist name song name album name would play music speaker qualiti great day christma went christma music hymn default whatev artist request would play first song default religi music switch artist itd happen contact amazon told request artist need specifi album song dont info memor bought say artist name someon respond poor review amazon suggest tri differ music servic dump amazon music start request music pandora alexa misunderstood granddaught request play christma music pandora although well jan longer christma music problem alexa play music pandora sometim get right sometim disappoint plug want hear music unplug ignor time work first two week rave wit problem peopl come dont want one,0
like kindl got great pricei would recommend someon kid friend well great read book,1
didnt think well made product ask mani sign,0
would recommend everyon get item purchas prime year elimin cabl bill plenti choos watch,1
disappoint kindl voyag purchas april fail two use went charg tonight take busi trip wont charg wont reset etc sinc best buy receipt say day return tri call amazon support solut minut phone process replac may new may refurbish devic unaccept replac less month old devic refurbish one given poor experi ive voyag even comfort new replac point amazon say cant anyth refund purchas best buy day seem littl extrem situat like defect productstuck paperweight sad,0
purchas item sale altern tab android tablet fire tab extrem slow son use tablet without problem one slow take forev web page load app also slow absolut wast money,0
got unit stream netflix watch youtub content work fast like fact ethernet port,1
bought mother law first tablet love great valu,1
charg port fault appear tablet week purchas went store warranti claim said contact amazon issu amazon said didnt recognis order system end without remedi,0
fire easi set navig senior concern eas use,1
problem far use year old play game brows internet,1
great gift howev wish way angel tree child want that got work great screen clear,1
simpl use easi set want someth remot control light hous great look info net,1
got control hue lightbulb work great surpris fast,1
perfect size abl slip pocket nice feel batteri last long clear screen howev read quick may find sometim scroll next page slow may flip skip page press light,1
got christma old love use watch movi great littl one use great section kid show buy good price,1
watch anyth time daughter like,1
feel alexa know lot inform get frustrat,0
alexa part famili integr smart thing hub along app like ifttt work great,1
cant connect router hot spot return sale clerk enough said,0
tokd wfi would problem make work wrong alreadi gave person make work smart phone comput wifi afraid return item,0
got two grandson age christma love,1
alexa tall slim attract jealous use googl make rather dumb shill amazon prime drop personif music volum chang annoy differ song time databas amazon echo draw limit alexa tell weather common woman shoe size serena william age mani gun ruger sold last year stand techsavvi compani take echo concept matur,0
pick tablet think would great buy famili member previous model kindl fire high approv new product got disappoint display dead pixel turn product slow camera leav lot desir took back exchang ipad mini happi,0
amazon fire realli easi navig use realli like,1
good bluetooth speaker sound qualiti good otherwis shes pretti useless come get answer question,0
firsttim kindl owner noth compar latest kindl dont nook dont ipad case that compar appl orang dont soni eread short simpl reviewi receiv kindl week ago havent abl put downth like kindl eink display amaz use way control simpl effect page turn speed faster thought would lightweight even attach cover amazon cover builtin light pageturn button quiet wellplac recharg time fast order book start read less second nice portabl take book travel work requir addit suitcas baggag feesth keen button close togeth laid odd lack individu number button frustrat power button bottom bad thing odd thing headphon input usual rest bottom book lap readth hope chang futur book organ put book collect actual tag still appear main list actual move mere associ look main screen like folder way display collect abil creat person screen saver ebook price though amazon littl control thisread,0
baught kid figur cover one year freetim includ video app game make sens baught one gift kid oversea content play contact amazon said oversea although ask best buy buy assur work everywher total overpr tablet doesnt play anyth best buy know let custom know special ask specif,0
stuff tast great sugar wasnt plan,0
side load kodi love cabl bill well worth money,1
kid love christma gift month later batteri charg port bare even work hold charg cabl certain angl even charg wasnt expect super long life tablet pop shouldv last longer month upset sad kiddo,0
bought replac origin kindl access book alreadi purchas use much like game brows internet watch netflix much origin better price,1
absolut love product actual bought two one work one home,1
upgrad mean three year old kindl outperform oasisbatteri life better week light lowest set magnet connector poor design grow weak two piec keep unsnap constant amazon custom servic promis resolv updat,0
exact product look would recommend anyon,1
two googl home devic seem lack smart home control find addit devic necessari use echo smarthom configur although current somewhat limit expect googl home surpass echo addon smarthom devic ill wait rather buy devic twice,0
bought daughter christma love,1
great deal daughter christma last one broke,1
user friend sluggish confus extrem frustrat return item,0
cant night back light one ten,0
impress think save money get smart watch instead expens item doesnt enough money spent weather timer ad thing calendar that enough half thing ask said doesnt understand,0
thing garbag buy slowest charger ive everi fast charger disgrac amazon offer product fast charger discontinu previous black squar blocki fast charger realli fast charger thing fast charger save money amazon need serious check supplier manufactur junkadvertis thing fast charger total decept,0
kindl perfect nearbi time simplic keep reader engag read materi without distract light perfect irrit eye,1
alreadi pleas amazon choic includ essenti useless charger purchas kindl cave order fast charger would take hour nonus recharg dont even get full charger adapt put cord alreadi gave amazon pleas charg real price devic instead settl slowli rip peopl essenti accessori sort thing cheapen imag erod loyalti,0
lot check around found best valu,1
sever fire stick thought let tri got sale fast would recommend sure,1
price android tablet kid best first time tablet sure,1
one ive purchas run charg quicklyl,1
fabul hand technolog must busi household,1
price amaz tablet abl sideload googl play store even better android experi best world amazongoogl,1
wonder product user friend help need onlin support avail,1
small power great adult toy reader,1
item great product let use differ thing,1
bought most backupand read book sinc larger cell phone back use occasion may hour use till week sent laptop repair probabl use tot week watch primetim video week simpli turn turn use power trick safe mode gone toast bought octob quit februari old fire last year use stereo speaker last week charg dayssturdi built full junk offer app constant tri add junk junk junk,0
bought gift seem pretti good tablet side qualiti camera pictur qualiti great,1
kindl realli good price screen small mebut daughter perfect lot cool thing,1
lightweight fit perfect hand good screen qualiti make read even enjoy,1
purchas amazon echo augment smart devic boy made lazi gone day stretch arm allllll way lamp nightstand turn day pull smart phone set alarm next morn also gone simpl alexa turn nightstand alexa set alarm need even walk live room find say alexa turn kitchen light alexa play favorit playlist see addict wireless speaker play music control life simpl voic command mean end buy two start one live room found yell turn said nightstand lamp turn thermostat bought anoth reposit one live room hear walk garag ad one bedroom hear entri bathroomnow could autom rest life amazon work though receiv week email new thing echo,1
fire great price get money worth howev may exchang get damag one one bought bust pixel screen damag case glass screen imag bright white punctur hole screen imag ive own multipl never problem epad tablet bought visit best buy tomorrow exchang hope theyr still stock best buy fault fault lie amazon theyr clear durabl,0
realli best one market lucki get good price best buy thank,1
cabl internet thought amazon item would good basic pay subscript use make super cost retun use netflix wifi enabl,0
old kindl charger work fine wasnt clear bought new kindl white want charg send back forget ill keep extra charger,0
good sound batteri last long connect easili wifi blue tooth touch button speak,1
price good work tablet decent week later screen began turn white perform factori reset screen bare visibl noth heard common problem wont buy issu fix model would look,0
return store cuz realis didnt need music light control replac echo dot disappoint didnt know need wifi dont,0
great box money easi use enjoy,1
what differ amazon usb offici oem charger power suppli usb port power suppli listeda call charger rather charger distinct without differ,0
amazon echo quit amaz alway respond accur great sound speaker,1
bought item high expect capabl would extrem lenghti suppli full detail let say technolog yet devic like,0
purchas amazon fire review good realiz left review receiv iti found coupl issu buy tablet imposs use googl accounteven log gmail account bad web surf mani limit web surfingthi issu korean imposs type see korean languagedo buy tablet koreani know tablet support korean even support asian countri languag like chines japanes etc,0
good buy money month work great,1
bought amazon fire stick prefer product caus extra perk stream multi channel audio hard wire connect name,1
far surpass expect would definit recommend beginn tablet,1
bought daughter holiday four month use would longer would charg tri charg well definit tablet hassl see still replac warranti,0
easi use fast great sun night,1
great product see type progrant recon,1
edit backlight big deal like read bed indoor without need use extern light get version get one newer edit read well lit area one kindl fantast love white lightweight long last kindl option use background light,0
take minut connect wifi none app work restor time alreadi big bulki better get expens model,0
amazon fire good tablet like ebook also nice get sixmonth subscript washington post claim gigabyt storag mislead give want charg amount money paid tablet unlimit storag anoth problem cant flag someth inappropri like samsung galaxi tablet,0
expect bigger version hdx email bad calendar,0
got newer charger indic charg faster one came fire hdx generat tablet well current use new charger get alert fire tablet hook low power charger plug direct wall socket microusb cabl also bought right junk fals advertis fire tablet wrong notif deal amazon loyal user realli right,0
briught kindl paperwhit beauti sunni cruis wonder easi read sun shade simpl download book easi charg held charg day worth read,1
nice clear imag slow ad start screen annoy also search engin silk good switch googl stuck digiland tableta lot bang buck,0
great littl tablet exact need daughter work great around hous play game roadtrip perfect need,1
cheaper compar kindl model good anyway still good choic much budget,1
fire bought daughter purchas christma stop work coupl month screen froze would ever reset couldnt save use everyday guess got money worth use dollar price tag,1
sinc buy listen music get inform love great sound would definit recommend,1
bought son christma love mani app download love,1
hulu play perfectlygreat volum kindl start right abl read fine howev facebook click articl read goe page within second page close sometim facebook app wont even load find blank show icon time havent drop assum intern problem sad tri play coupl game say need amazon app purchas stuff alreadi havethen close say error wish could replac new one,0
purchas tonight time wrong chang time manual wifi updat timeand wont connect wifi need passcod password correct time technolog amazon ive mani devic none make find wifi without password hard starbuck hotel etc need click agre term wifi time chang without wifireturn tomorrowp also issu amazon forum one deal,0
fair easi set easi oper inconsist connect overal solid buy,1
decid cut cabl bought amazon fire along high definit antenna need easi set use ton app choos love alexi simpli tell show want search app show simpl love,1
power upat happi grandniec wasnt doesnt know yet would cri,0
got daughter lot time doesnt work restart lot app ad came way mani preload app annoy thing kid profil perman horizont realli worth money least shes play insid bubbl game tablet instead ipad,0
slow devic adult probabl fine child,0
didont care tablet download app outsid amazon realli confus,0
devic quit delightfulth interract fun,1
purchas primarili husband technologychalleng listen music want want still experi ask question care talk alexa respond convers,1
think must fluke never work return item receiv full refund,0
love kindl voyag howev speaker audio book chang set remain timepag left book,1
shop amazon time help make easier still lot ad pop cant use app nonamazon sourc unless root complic realist altern ipad galaxi note want devic shop amazon youll love,0
great product sound qualiti amaz would recommend friend,1
purchas upgrad first generat kindl paperwhit backlight great improv display higher qualiti word clearer intern process lot quicker open book page flip notic speedierth one thing annoy generat paperwhit way manufactur hold certain angl look bottom screen see small section display cover eink use render word imag rest screen first thought manufactur defect took back best buy exchang model find second model issu except morevisiblethi appear someth way display place behind bezel manufactur process paperwhit first came crown jewel amazon eread line amazon care precisioncraft devic honor fall moreexpens voyag paperwhit becom flagship still cheaper option kindl lineup mean manufactur qualiti paperwhit like bit reduc compar voyagethi wont huge annoy peopl serious made consid whether worth contact amazon overfor everyon els though great eread well worth money your look eread one buy,1
past avoid tablet low price point skeptic one well great purchas use task would normal phone web brows stream video read android game perform task admir batteri great well get hour depend task hand small enough alway type review yet larg enough give real tablet feel oppos phone alreadi purchas anoth friend price wrong,1
still adjustinghad kindl fire like eas touch turn page definit locat book paper weight much difficult maneuv doesnt seem touch sensit fire repeat touch screen get page turn definit access also take work also bookmark doesnt seem stay page,0
bought two fire box problem problem remot sudden stop work come back work sometim take minut start work never happen roku,0
like camera sorri say,1
great valu money save instead ipad appl,1
extrem light weight easi carri around great resolut also purchas protect cover,1
great easi use great pictur great price awesom,0
charg devic abl set everyth came back use would work,0
excel option alexa built,1
amazon fire qualiti product afford price less expens appl capabl good app eco system also abl stream uhd,1
ive instal work perfect impress product next time need softwar alway look best buy store,1
bought granddaught work fine howev connect charger wore coupl month longer abl charg would recommend adult supervis connect charger child,1
kindl overload app never use despit one best buy associ said remov amazon app app take much memori pad love bought backup work unfortun bog also dont like amazon want access much info set email wont use email either like sell craig list less half paid,0
purchas reward job well done set easi function perfect need,1
dont recommend use appl product,0
bought black friday one worst buy life screen saver cant chang kid forc look ad everi time want use tablet app honest could dealt ad final deal breaker card bought kid card game tablet doesnt read someth say card insert wont download app card,0
processor slow took five minut load five minut youtub video mbmin internet,0
bought son christma easi use durabl,1
surpris good pictur qualiti easi use,1
bought tablet game surf internet slow tablet made game graphic common support super cheap tablet get pay end return,0
slow processor equat slow internet brows user nterfac realli wish capabl lock onto movi screen toddler watch movi next time ill spend addit money ipad mini kid,0
nice littl tablet kid wouldnt recommend use work,0
would high recommend product easi use,1
still kindl sinc year ago still work love grandkid love kindl,1
gen fire box good show age purchas new firetv disappointedpro card slotcon mani app dont work buggysearch terribl give amazon option nvidia shield also give plex server option cool much faster gen,0
receiv christma present enjoy much still learn capabl,1
great kindl clear read would forsur recommend,1
gift still learn,1
pretti dumb tobuy charger port,0
good devic children dont know better,0
initi purchas kid kindl fire year old parent control time limit super easi set samsung galaxi tablet year old son use end get second fire seem kidfriend didnt worri inappropri content pop lot good educ app game,1
most util music light controlswho doesnt want feel like star trek tng,1
bought amazon fire tablet daughter love good screen resolut increas memori insert micro card,1
bought whim brother recommend tri sometim hard believ import life open long forgotten youth music video anytim,1
gift step son easi use set,1
great tablet great price good gift,1
love husband generat disappoint generat generat speaker sound much louder current generat purchas expect qualiti sound better sinc use kindl watch show,0
great tablet price come amazon app store plenti app select dont miss deal,1
pleas kindl voyag size perfect control light exact look would recommend anyon,1
everyth start great day own fire could locat wifi doesnt work without wifi,0
voyag work great page turn make read experi seamless ink crisp make real upgrad paperwhit said start freez quick got hope softwar issu resolv soon price earli adopt sometim overal couldnt pleas work voyag,0
brother told product bought son love,1
product good wast money would recommend,0
great product great price best buy press button rather say name that price pay cordless,1
great find local info travel use weather morn news brief,1
kindl good long plug wall outlet batteri last mere minut portabl unit happi take hour charg batteri yet drain minut there someth mathemat wrong equat,0
grand kid didnt like devic get frustrat navig educ video worth,0
purchas view amazon prime load coupl app set sleep return hour later stuck perpetu boot recover get anoth like featur price point littl sour first impress check would recommend friend hope chang second one continu,0
great productexceed expect love paper white screen,1
purchas product youngest son love color size storag great number activ download,1
horriblejust like own due warranti,0
product work great littl helper great speaker music purchas mother nurs home love easi set use,1
nice size easi use handi take along,1
got hisband total tech savvyh abl download game plus navig littl bit herea major step,1
first time buy first tablet came show need reeboot shut self,0
littl year old guy love kindl couldnt imagin better christma gift,1
inexpens need worri get brokenlost,1
got tablet year old daughter subscrib free time download favorit plus new app issu thing take instal load sometim freez although think may due wifi fact ton devic network wish lte instead wifi,1
went back forth oasi end couldnt justifi ad cost far happi model,1
purchas upgrad first generat kindl paperwhit backlight great improv display higher qualiti word clearer intern process lot quicker open book page flip notic speedierth one thing annoy generat paperwhit way manufactur hold certain angl look bottom screen see small section display cover eink use render word imag rest screen first thought manufactur defect took back best buy exchang model find second model issu except morevisiblethi appear someth way display place behind bezel manufactur process paperwhit first came crown jewel amazon eread line amazon care precisioncraft devic honor fall moreexpens voyag paperwhit becom flagship still cheaper option kindl lineup mean manufactur qualiti paperwhit like bit reduc compar voyagethi wont huge annoy peopl serious made consid whether worth contact amazon overfor everyon els though great eread well worth money your look eread one buy,1
thought go like ipad samsung amazon mode cant turn lock screen ad get tire see,0
system overal fast mean less reliableth downsid use almost intern storag alreadi builtin app settl moreoth toy happi,1
look review vari great didnt want electr sharpen choic limit pencil sharpen adequ suit need dont use pencil often slow sound like strain,0
bought work box slow much troubl setup requir amazon account use return item,0
upgrad fire stick twice power stick like lot got cowork love great travel dorm room pay extra cablesatellit box month vig,1
doesnt power anyth got dad christma thought kindl badnopetri thing wont charg anythingi want money back replac meantmayb unit bad buck drain,0
bought gift chanc use one great probabl good better appl current appl hous music app alon worth price set easi serious think get one bedroom come hdmi cabl would extra mayb cheaper depend length get still cheaper appl,1
easi use load book read door light condit light hold read,0
replac son lenovo android tablet time renew warranti option brand choos replac lot famili suggest amazon even best buy staff said better choic mention cheapest four brand pick well set disast wasnt awar tablet let put four name one amazon account initi account member name complet old amazon account also didnt lime put credit info set set put parent block inapp purchas mani pop up that turn happi tablet automat back photo stuff icloud dont know access icon screen also lot unnecessari page icon screen cant chang son tablet need replac warranti renew replac product,0
new paperwhit reach sweet point price spec ill pay extra buck page press,1
order amazon usb offici oem charger power adapt fire tablet kindl eread howev receiv noth like pictur receiv charger cord state electron verizon accessori certain item,0
bought mom gift realli disappoint devic run full android get third parti app even though sell tablet devic good use amazon shop book game otherwis cant download anyth even weather app worth money limit return devic got lenovo tab much happier,0
replac roku could alexa chang show,1
spent time tri get function actual keep product coupl day never get understand follow command return also kept tri sell product realli appreci,0
like first except browser kind clunki also use android app worst thing though mine stop work middl watch movi long plane flight fulli charg tri recharg turn etc blank screen kind cool paperweight hope get money back get new one,0
print deviceus touch screen difficult,0
good product recommend product amaz voic control item way imagin speaker also loud size,1
okay great thought would,1
hard use support guam onlin instruct clear,0
thing disast unless child never use tablet life disappoint theyv block googl store good luck download game like youtub own googl cant download app get web browser tri download game none would even load short own less hour wast time save money buy samsung galaxi tablet,0
would take charg good thing tri wrap christma,0
great tablet good valu money got xmas gift famaili,1
good friend mine got transform fire stick fire two kodi box brought fire led use afterward wife convinc need one fire make kodi stream smooth menus quick love netflix app program instal one unit,1
got tablet christma use one day next day could use keep glitch got box open inspect sticker box guess best buy think someon switch took back best buy see someon could fix said would fix call amazon would pay fix tablet amazon replac defect one free mani attempt fix,0
work good month kid love went black wouldnt come back send back get new one warranti,0
devic good item realli recommend everyon,1
last year bought tablet year one realli better brand,1
bad graphic ugli design good price recommend,0
excit start stream disappoint terribl never seem hit smart problem reason bought love origin fire love setup also glitchi laggi gave day return,0
like kindl paperwhit backlight make easier read first one,1
buyer phone charger work probabl dont need buy,0
use kindl paper white read hour plus day alway disappoint come look map pictur diagram although batteri life much shorter reader screen glare free pictur great old eye,1
sad netflix support result last tablet purchas amazon,0
minut turn there advertis differ standard tablet couldnt get app want googl play store wouldnt work said found amount advertis ridicul,0
found open tri program awesom alexa basic noth come listen devic home wont anyth unless pay amazon fact sync pandora account pointless spell want alexa play say alexa play station pandora play list rest famili suppos know request one know pandora play list bare mani complaint basic disappoint purchas lead believ radio futur pay amazon music unlimit month,0
tablet work fine one gotten similar problem port seem come defect charger doesnt stay take long time charg replac charger brand new one still issu,0
wrote review previous think amazon fire turn case review amazon fire great altern kindl case sleek bulki,1
great read book easi use easi add pdfs file may want,1
gave granddaught love iti want buy one,0
great product definit buy brand first,1
devic technolog dont seem advertis much bare see box also search featur work amazon that wast search featur remot disconnect box often take batteri remot reset would recommend amazon fix bug,0
crazi buy separ kindl product come one,0
purchas christma gift niec nephew decid unbox charg readi christma day open discov allow instal free app use much unless regist amazon account credit gift card absolut interest give year old access one click shop account return android type kid tablet may way around restrict didnt find,0
son love cant anyth without amazon fire hand,1
includ purchas two dot three echo home halfway complet smart hue bulb hello modern day jetson famili,1
bought realli happi realli expect amazon,0
third vizio ive still work even nine year almost continu servic,1
husband love birthday presentalexa learn ask inform correct get actual ask lot fun inform fingertip,1
quad core planti board ram expand storag cant play dont need,1
download internet servic your subject limit option thing wish could bought,0
big reader gave someon happi think make happytim tell,0
excel base model eread nice use insid outsid,1
order daughter replac older version love larger screen color case big plus,1
hate purchas everyth amazon took back within coupl day got roku way better,0
receiv christma present size perfect read lot perfect,1
doesnt answer mani question led believ googl instead bing simpl alarm clock use much good anyth els would return like gadget dont recommend purchas,0
echo great purchas whole order groceri batteri everyth els buy ask alexa deal day fantast well ask alexa deal day,1
speaker sound real low easi use allhav pay everyth,0
review wife perfect thing new mommi love read book soon babi girl stop read novel give babi full attent much time spend lay bed side babi feed especi prior month feed took long minut mention cluster feed growth spurt book question sooo tire hold sidelyingbreastfeedingposit new kindl solut light easi disinfect use babi wipe case whenev feel like clean enough bed babi dont need keep finger middl page keep close know meanand reason much easier book kindl compar actual book never thought convert kindl cultur,0
made even better black friday price kindl fire get broken big deal rememb buy one came whole lot that technolog guess great buy great product,1
satisfi sound lose bluetooth connect matter phone use either iphon android,0
honest see differ iphon,0
kindl good work day best buy good replac frustrat though get replac kid play three day,1
hard time tri work could understand time everyth seem hard work,0
use lot listen audio book mani ad,0
fun interest better app softwar avail item advancedavail,1
purchas fire nook die problem first one say connect web abl connect took back geek squad look troubl shoot decid someth wrong exchang anoth one set work initi went home thing happen first one took back got full refund happi product best buy custom servic made happi,0
great product fit need would definit recommend anyon look tablet elder peopl seem problem use,1
love new kindl would recommend everyon mani featur love size,1
good tablet kidsand adultsdo job,1
page turner would given star littl disappoint end,1
happi line product far,1
excel read lot use wifi,1
best purchas date product awesom,1
daughter love tablet navig app eas,1
thing captur wife heart read everi time vacat way church bedtim far beyond book easi get kindl fit purs repeat everyth alway get right chapter buy someon want share life,0
purchas firetv upgrad first firetv version samsung new firetv recogn hdmi port compat set resolut video set tri posibl set bug give even play content firetvfiretv,0
star found confus first kindl found easi find need user guid didnt realli answer question persist get use realli love backlit screen button push chang page first wasnt sure smaller screen didnt take long get sure creatur habit techi kindl paperwhit great,1
special offer mean popup ad turn kindl game book call amazon want pay turn return buy anoth brand tablet done amazon never get dime,0
good product use child age year,1
expect thing pretti much run accord skill ask question search internet find siri much better search net ask question way alway get answer siri alexia alway say understand question thing need much improv worth price tag especi siri includ iphon,0
total love kindl fire tablet purchas grandkid sister purchas one hometown mother equal happi granddaught grandson spend wind time even tablet play favorit game addit want dog conduct research type dog would like overal tablet easi use provid technolog visit everi weekend pleas,0
purchas tablet discount price altern tablet oper system good slow respons app take lot time open mani app like youtub made fire littl one difficult time handl month got tablet,0
purchas replac nowbroken ipad though like smaller size conveni easier carri etc internet sooooooo slowwwwww drove crazi sometim minut download site app open plan back anoth ipad,0
got black friday mother far enjoy replac ipad mini basic design becom oper within year add storag kindl pictur fire read plethora book suit fanci nice size respons,1
got kindl black friday great price good perform great price use nice versatil tablet kindl bok read,1
return day digit assist long way,0
ancient technolog keep internet,0
work great year old grandson love,0
great select hard find assist time,1
way price,0
kid use play game memori limit want expand memori buy special memori card amazon regular card wont work ill like app free time help protect kid watch play difficult time consum get updat game play amazon best user friend softwar tablet get entertain kid awhil,0
bad perform slow devic worth buy better product avail rang,0
bought daughter down syndrom inexpens first time tablet absolut love alway watch show video easi navig understand,1
great purchas would like two,1
realli expect chord price paid dissapoint,0
trash,0
bought tablet daughter hard figur switch kid profil use mayb day went charg cabl fell wouldnt actual charg,0
sinc purchas return coupl time dead return first problem didnt pair,0
devic simpl well worth money make great valu,1
purchas dad birthday present open set work great fast enough internet browser possibl student,1
kindl paper white great easi read lightweight throw purs travel bag take anywher havent chanc use outsid yet weather warm best gift ever gave,1
love eas use listen music make shop list direct phone discov new use everyday,1
bought amazon fire tablet sister year back didnt want anyth life techi love larg tablet use lot got amazon echo christma great complement fire tablet minim train minut call music channel pandora play music ask weather lot stuff may could help use app fire tablet set pandora channel otherwis tweak echo,1
wasnt thought price much got disappoint,0
mother see everi well live alon great make feel littl less alon,1
tablet hold everyth want still room get net fast,1
video file transfer issu file appear,0
cant say enough good thing productw also fire stick tvsthis sure beat pay cabl easi set use,1
honest worst tablet ever own slow unreli would switch,0
excel tablet great product deliverd time,1
good tablet basic need screen resolut pretti good most use read sometim watch moviesshow great featur possibl use card expand memori good product great price,1
truli tri get refund threw packag realiz poor work charger work everi third day held particular angl planet almost need align charg kindl complet disappoint,0
pleas kindl fire great price,1
lot fun gift enjoy much,1
probabl fine item bought specif applic best buy employe said would work unfortun didnt,0
wall charger deal right hdmi cabl best buy want sell youher find old cell phone charger lay around somewher say ama use safe use watt anyth amp mamaif dont extra cell phone charger lie around buy well review power adapt specif connect kindl micro usb found local amazon,0
cumbersom complic kid friend went appl suggest,0
tablet stop work second week couldnt find receipt return beencollect dust,0
dont buy dont read book also rare read book,0
came dead pixel disappoint call replac end return complet slow,0
best brightest market bought two one got damag within second month best buy take back amazon ask price whole new one repair good price though high possibl product might last long,0
bought daughter didnt care came app work great read,0
devic easi set pair wireless router load video content quick,1
awesom bad thing pay unlimit music,1
spite fact noth good thing say amazon anth ive ever gotten love fire find greedi wall charger doesnt come kindl everyon peopl still everyon usb port plug take charger back think amazon make thing right let anyon purchas kindl without charger one free credit buy one,0
brotherinlaw one mess around,1
shes alway answer question integr home autom system great tell hous happi,1
unabl connect wifi product tri follow instruct avail useless expens item sit tabl,0
size pretti well made product produc great sound love portabl,1
excit amazon echo howev get home set find limit excit went away fast echo couldnt answer major question would ask question instead answer would play countri music never ask forunless smart home featur like smart thermostat smart light etc useless asid speaker money isnt good speakeri howev tri week find worth googl question easier answer even ask movi near etc pain said mayb got defect unit wasnt case echo limit doi would say save money isnt worth yet,0
bought old daughter reason work second time ive purchas return get mini ipad never wast time money,0
use echo everi day play jeopardi kid easi set use favorit skill list maker tell need popul list phone lamp connect echo tell alexa turn use find phone select music incred great sound,1
gave one sister christma rave said awesom got one happi even got remot tooi especi like abl tell add thing shop listtodo list addit get daili news brief get best commut rout morn,1
daughter got christma right box came screen white good price could never get work,0
bought two tablet one daughter graduat one like size sound picturemovi qualiti great price option choos differ color nice didnt give star simpl fact cant get import app use android tablet one credit union favorit news station other bad price featur name previous,1
didnt want site amazon want,0
difficult purchas stock store order onlin ship store avail becom avail work turn couldnt get could log onto wifi network though item household work also product wouldnt move past set clock tri day gave return item,0
good product good price got year old serv purpos,1
look someth easi use didnt want comput great,1
lightweight perfect size love built light,1
connect wifi would connect daughter wifi visit load time program realli slow well expect,0
everyth lock amazon compat googl play store lot game children play play store product bad lock amazon servic,0
got paid price point argu valu money great access amazon content though toddler find great stream video well,1
item doa reach amazon happen often stand gratif thrown straight window return item purchas appel much better product work say fire give item star instead amazon quick answer phone troubleshoot,0
work right box bad hard drive read review state issu would recommend anyon save money,0
good product amazon prime account,1
price wont trade pad,0
didnt want spend echo someon whos use use bluetooth speaker great buy function well,1
receiv email ask would like give review glad purchas less month ago alreadi quit work charg longer power black screen work drop internet quit frequent froze sever time use would recommend product,0
love amazon echo dont know abl live without cabt reccomend enough,1
dont option password ask buy app author allow donenot mani free good app like appl,0
perfect gift daughter play game watch movi brows youtub offici phone back,1
great product price make easier read contrast text background,1
daughter gave ipad christma kindl old one broken screen repair geek plan bought one self christma dont need,1
read devic better kindl your go get kindl get paperwhit light screen worth extra cost base model regret,1
fire box awesom use everyday love stream content super smooth stream especi come alexa must never need cabl box dvr add card plenti room game app,1
basic make old smart also uhd one biggest pluse top amazon prime alreadi,1
could download book home three visit best buy return,0
would high recommend everyon got told would get happi,0
got son would someth watch movi long car trip bare spent worth get card load watch movi wifi suck sometim doesnt stream movi netflix forget youtub,0
great devic stream content amazon prime account definit must buy worth extra money fire stick,1
previous own previous model littl differ older model apart work netflix time still hate ugli interfac wish amazon would allow user use skin,0
easi set like fact answer given real time,1
tablet plug night chargeno powerwhit eleph,0
access internetwont recommend,0
start great great thing go love easi eye look great light month could longer turn tri reboot luck still warranti doesnt matter best buy return polici stink tri replac buy,0
purchas guest roomoffic excel pictur great sound,1
fire stick fire fire much faster consid process power,1
second day unit disconnect wireless network attempt reconnect remot would work could click network set button return unit anoth amazon fire second unit could find remot pair think purchas googl appl next,0
purchas kindl girl cant seem put keep samsung tablet great price tablet,1
incred tablet price recommend anyon want depend tablet doesnt want spend fortun,1
